text,category
ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.,terror
ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.,terror
ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.,terror
ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.,terror
ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.,terror
ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.,terror
ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.,terror
ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.,terror
ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.,terror
ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.,terror
ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.,terror
ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.,terror
ARGENTINA.  Offices of 15 foreign firms--nine U.S.-owned--were bombed.  The FAP (Peronist Armed Forces) claimed responsibility.,terror
"GREECE.  In a hand-grenade attack on the El Al Israel Airlines office in Athens, a Greek child was killed and 13 people were wounded.  Two Jordanian terrorists were sentenced to 11-year and 8-year jail terms, but they were freed after the hijacking of an Olympic Airways plane to Cairo on July 22, 1970.  Mildos Dergarabedian was arrested in the United States in August 1979, and was deported as a member of an international terrorist group called the Palestinian Popular Struggle Front.  He admitted that he was the one who tossed the hand grenade into the crowded airlines office in 1969.  He apparently slipped through the U.S.immigration service's first line of defense by using his Palestinian first name, Mildos, on an application for a tourist visa.  He had been convicted in Athens under his given Armenian name, Elias.",terror
AUSTRALIA.  Croatian extremists bombed the Yugoslav embassy in Canberra.,terror
"FEDERAL REPUBLIC OF GERMANY.  Incendiary devices were thrown into the Frankfurt Amerika Haus, causing no fire damage.",terror
FEDERAL REPUBLIC OF GERMANY.  A bomb was discovered in the West Berlin office of El Al.,terror
"SPAIN.  Two men armed with pistols and explosives were killed by plainclothes security guards as they attempted to hijack an Ethiopian Airlines jet shortly after takeoff from Madrid on a flight to Addis Ababa. In Damascus, the Eritrean Liberation Front (ELF) admitted that the two slain men were members of the ELF but claimed that they had not intended to hijack the airliner, merely to hand out leaflets.  On December 10, Spanish police had arrested a third suspected ELF member at the Madrid airport for carrying explosives.",terror
"FEDERAL REPUBLIC OF GERMANY.  A bomb exploded outside a U.S. officer's club, causing slight damage.",terror
TURKEY.  A small bomb exploded at the edge of property behind the USIS building in Ankara breaking six windows.,terror
"GREECE.  Athens police arrested three Arabs as they were preparing to board a TWA plane bound for Rome and New York.  The three, who had arms and explosives, said that they were members of the PFLP, and that they had received orders to divert the airplane to Tunis where they were to evacuate the passengers and blow up the plane.  One of the hijackers confessed that he and his colleagues had planned to hijack the aircraft to Tunis, empty it of passengers, and then blow it up to warn the Americans to stop providing air communications with Israel. They were freed after the hijacking of an Olympic Airways plane to Cairo on July 22, l970.",terror
NEW  ZEALAND.  The butler at the Wellington home of the U.S. ambassador found two Molotov cocktails on the driveway outside the house.  One had exploded.,terror
PHILIPPINES.  Philippine nationalists attempted to assassinate U.S. Vice President Spiro T. Agnew by throwing a bomb at his car.  There was no damage.,terror
TURKEY.  An explosion of undetermined origin occurred at  the entrance of the U.S. consulate general in Istanbul.  Damage was limited to broken windows.,terror
"URUGUAY.  Eight members of VAR-Palmares, armed with hand grenades, knives and revolvers, hijacked a Brazilian Cruzeiro Airline flight en route from Montevideo to Rio de Janeiro.  The plane was flown to Cuba.  The hijackers stated that their purpose was to pay homage to the dead guerrilla leader, Che Guevara.",terror
ITALY.  A bomb caused slight damage to the Turin branch of the Bank of America and Italy.,terror
GREECE.  An unexploded bomb was discovered in the men's room of the U.S. consular section of the embassy in Athens.,terror
"FRANCE.  A TWA 707 airliner en route from Paris to Rome with 20 persons on board was hijacked to Beirut by a lone Frenchman, Christian Belon.  He said that he wanted to spite Americans and Israelis for their aggression in the Middle East.  Belon was taken into custody in Lebanon and later sentenced to nine months in prison.  Since he had already served the nine months awaiting trial, he was promptly released and returned to France, where he was tried for illegal possession of weapons and sentenced to eight months in prison.",terror
ETHIOPIA.  Unidentified gunmen shot and killed an American soldier. The ELF was suspected of the shooting.,terror
GUATEMALA.  Unidentified gunmen entered the British consulate in Guatemala City where they shot and killed the consul's bodyguard.,terror
PHILIPPINES.  A car bomb exploded behind the Joint U.S. Military Assistance Group headquarters in Manila.  Three people were injured and the Message Center of the building was damaged.,terror
"ISRAEL.  Al Fatah and PFLP jointly claimed credit for the explosion of an ammunition truck unloading at a dock.  Nineteen were killed, 36 injured.",terror
JAPAN.  A firebomb was thrown through the first floor window of the U.S. consular officer's office in Fukuoko.  Police suspected a student extremist group.,terror
"FEDERAL REPUBLIC OF GERMANY.  Three Arab terrorists killed an Israeli citizen and wounded 11 other Israeli passengers in a grenade attack on a bus at the Munich airport.  The three were arrested.  Two Palestinian organizations--the PFLP and the AOLP--were responsible for the attack.  The terrorists were set free after the September 6, 1970, hijacking of one Swiss and two U.S. airliners.",terror
"SWITZERLAND.  A sabotaged Swissair plane en route to Tel Aviv crashed on takeoff, killing all 47 passengers, 15 of whom were Israelis.  The PFLP-GC claimed responsibility, and then upon public revulsion of the attack, disclaimed it.",terror
"FEDERAL REPUBLIC OF GERMANY.  An Austrian Airlines Caravelle flying from Frankfurt to Vienna with thirty-three passengers and five crew was rocked twenty minutes after takeoff by a bomb detonated by an altimeter reading of fourteen thousand feet.  The bomb, placed in a mail bag intended to be carried on a flight to Israel later in the day, exploded in the cargo hold, creating a jagged three foot by two foot hole through the bottom of the fuselage.    No one was injured.  The PFLP claimed credit.",terror
WEST BANK.  Guerrillas ambushed a tourist bus near the occupied town of Hebron in the West Bank and killed an American woman.,terror
ITALY.  A bomb was found in the luggage aboard an Ethiopian airliner in Rome.  The device had been placed by members of the ELF.,terror
"PHILIPPINES.  Two hours after a violent anti-American demonstration, a bomb rocked the embassy area and slightly damaged a passing tanker truck carrying gasoline.  Another bomb was also found in the embassy area.",terror
"GUATEMALA.  Members of the FAR kidnapped Sean Holly, U.S. labor attache, and demanded the release of four prisoners held by Guatemalan authorities in return for Holly's release.  The government, which had faced a similar incident when Alberto Fuentes Mohr, Guatemalan foreign minister, was kidnapped on February 27, again agreed to meet the kidnappers' demands.  Two of the prisoners were turned over to the Costa Rican embassy on March 7, but the other two could not be located.  One, who was not in prison as the kidnappers believed, made his own way to the Costa Rican embassy and was granted asylum.  The fourth contacted the FAR from Tapachula, Mexico, where he had been staying.  The kidnappers released Holly on March 8.",terror
ARGENTINA.  A heavy bomb exploded in the front entrance of the Cordoba Binational Center.,terror
"BRAZIL.  Members of the VPR seized Japan's consul general Nobuo Okuchi in Sao Paulo.  On March 12, the kidnappers announced their ransom demands:  the release of five prisoners, one of whom had been charged with the slaying of U.S. Army Captain Charles Chandler (see October 12, 1968, incident); immunity from retaliation; and suspension of the massive search which had been launched by the government.  The Brazilian government suspended its search and announced that it would meet the kidnappers' other demands.  It repeated its offer on March 13, and released the five prisoners who were then flown to Mexico on March 14.  After a temporary delay while the heavy security measures in Sao Paulo were reduced as the guerrillas demanded, Okuchi was released unharmed--10 hours after the plane with its prisoners arrived in Mexico.",terror
